day,month,date,year,time_range,date_id,wind,desc,temp,baro,hum,hour
Monday,April,26,2021,6:00 pm — 12:00 am,1619460000000.0,8.078,Clear.,13.0,30.01,60,6
Tuesday,April,27,2021,12:00 am — 6:00 am,1619481600000.0,3.107,Clear.,4.000000000000002,29.94,88,12
Tuesday,April,27,2021,6:00 am — 12:00 pm,1619503200000.0,3.107,Sunny.,13.0,29.86,66,6
Tuesday,April,27,2021,12:00 pm — 6:00 pm,1619524800000.0,4.35,Sunny.,15.0,29.76,40,12
Tuesday,April,27,2021,6:00 pm — 12:00 am,1619546400000.0,8.7,Partly sunny.,14.000000000000002,29.72,49,6
Wednesday,April,28,2021,12:00 am — 6:00 am,1619568000000.0,7.457,Passing clouds.,9.000000000000002,29.7,65,12
Wednesday,April,28,2021,6:00 am — 12:00 pm,1619589600000.0,9.943,Partly sunny.,12.0,29.68,67,6
Wednesday,April,28,2021,12:00 pm — 6:00 pm,1619611200000.0,13.671,Light rain. Broken clouds.,13.0,29.7,61,12
Wednesday,April,28,2021,6:00 pm — 12:00 am,1619632800000.0,10.564,Light rain. Partly cloudy.,8.0,29.75,83,6
Thursday,April,29,2021,12:00 am — 6:00 am,1619654400000.0,9.321,Overcast.,5.999999999999998,29.79,83,12
Thursday,April,29,2021,6:00 am — 12:00 pm,1619676000000.0,9.943,Scattered clouds.,9.000000000000002,29.85,67,6
Thursday,April,29,2021,12:00 pm — 6:00 pm,1619697600000.0,8.7,Partly sunny.,10.999999999999998,29.88,50,12
Thursday,April,29,2021,6:00 pm — 12:00 am,1619719200000.0,5.593,Partly sunny.,10.0,29.92,60,6
Friday,April,30,2021,12:00 am — 6:00 am,1619740800000.0,3.107,Overcast.,5.999999999999998,29.96,84,12
Friday,April,30,2021,6:00 am — 12:00 pm,1619762400000.0,6.214,Broken clouds.,10.0,29.98,62,6
Friday,April,30,2021,12:00 pm — 6:00 pm,1619784000000.0,6.214,Broken clouds.,10.999999999999998,29.95,45,12
Friday,April,30,2021,6:00 pm — 12:00 am,1619805600000.0,6.836,Sunny.,10.999999999999998,29.96,65,6
Saturday,May,1,2021,12:00 am — 6:00 am,1619827200000.0,3.728,Clear.,4.000000000000002,29.98,89,12
Saturday,May,1,2021,6:00 am — 12:00 pm,1619848800000.0,6.836,Scattered clouds.,10.0,30.01,71,6
Saturday,May,1,2021,12:00 pm — 6:00 pm,1619870400000.0,9.943,Scattered showers. Partly sunny.,12.0,29.99,46,12
Saturday,May,1,2021,6:00 pm — 12:00 am,1619892000000.0,6.836,Clear.,10.999999999999998,30.05,59,6
Sunday,May,2,2021,12:00 am — 6:00 am,1619913600000.0,3.107,Passing clouds.,5.999999999999998,30.09,83,12
Sunday,May,2,2021,6:00 am — 12:00 pm,1619935200000.0,2.486,Scattered clouds.,10.999999999999998,30.14,69,6
Sunday,May,2,2021,12:00 pm — 6:00 pm,1619956800000.0,7.457,Sunny.,14.000000000000002,30.12,42,12
Sunday,May,2,2021,6:00 pm — 12:00 am,1619978400000.0,6.836,Sunny.,13.0,30.11,57,6
Monday,May,3,2021,12:00 am — 6:00 am,1620000000000.0,6.214,Passing clouds.,8.0,30.11,82,12
Monday,May,3,2021,6:00 am — 12:00 pm,1620021600000.0,12.428,More clouds than sun.,13.0,30.05,68,6
Monday,May,3,2021,12:00 pm — 6:00 pm,1620043200000.0,22.371,Sunny.,13.0,29.83,50,12
Monday,May,3,2021,6:00 pm — 12:00 am,1620064800000.0,22.992,Rain. Mostly cloudy.,10.0,29.54,88,6
Tuesday,May,4,2021,12:00 am — 6:00 am,1620086400000.0,21.75,Passing clouds.,10.0,29.36,80,12
Tuesday,May,4,2021,6:00 am — 12:00 pm,1620108000000.0,24.235,Broken clouds.,12.0,29.47,66,6
Tuesday,May,4,2021,12:00 pm — 6:00 pm,1620129600000.0,23.614,Passing clouds.,14.000000000000002,29.58,48,12
Tuesday,May,4,2021,6:00 pm — 12:00 am,1620151200000.0,11.185,Passing clouds.,10.999999999999998,29.65,64,6
Wednesday,May,5,2021,12:00 am — 6:00 am,1620172800000.0,9.321,Passing clouds.,5.999999999999998,29.7,79,12
Wednesday,May,5,2021,6:00 am — 12:00 pm,1620194400000.0,7.457,Scattered clouds.,10.999999999999998,29.78,67,6
Wednesday,May,5,2021,12:00 pm — 6:00 pm,1620216000000.0,8.078,Partly sunny.,12.0,29.81,65,12
Wednesday,May,5,2021,6:00 pm — 12:00 am,1620237600000.0,6.836,Partly sunny.,8.0,29.81,87,6
Thursday,May,6,2021,12:00 am — 6:00 am,1620259200000.0,0.621,Passing clouds.,2.000000000000001,29.76,95,12
Thursday,May,6,2021,6:00 am — 12:00 pm,1620280800000.0,4.35,Broken clouds.,9.000000000000002,29.69,84,6
Thursday,May,6,2021,12:00 pm — 6:00 pm,1620302400000.0,10.564,Sunny.,12.0,29.69,53,12
Thursday,May,6,2021,6:00 pm — 12:00 am,1620324000000.0,9.943,Clear.,12.0,29.78,46,6
Friday,May,7,2021,12:00 am — 6:00 am,1620345600000.0,6.214,Passing clouds.,7.000000000000001,29.9,73,12
Friday,May,7,2021,6:00 am — 12:00 pm,1620367200000.0,9.321,Passing clouds.,12.0,30.0,57,6
Friday,May,7,2021,12:00 pm — 6:00 pm,1620388800000.0,10.564,Sunny.,14.000000000000002,30.02,40,12
Friday,May,7,2021,6:00 pm — 12:00 am,1620410400000.0,6.836,Clear.,13.0,29.99,49,6
Saturday,May,8,2021,12:00 am — 6:00 am,1620432000000.0,6.836,Passing clouds.,8.0,29.87,66,12
Saturday,May,8,2021,6:00 am — 12:00 pm,1620453600000.0,13.05,Drizzle. Partly sunny.,13.0,29.64,97,6
Saturday,May,8,2021,12:00 pm — 6:00 pm,1620475200000.0,20.507,Partly sunny.,16.0,29.59,83,12
Saturday,May,8,2021,6:00 pm — 12:00 am,1620496800000.0,16.778,Broken clouds.,16.0,29.57,71,6
Sunday,May,9,2021,12:00 am — 6:00 am,1620518400000.0,12.428,Passing clouds.,14.000000000000002,29.48,76,12
Sunday,May,9,2021,6:00 am — 12:00 pm,1620540000000.0,13.05,Broken clouds.,20.0,29.43,73,6
Sunday,May,9,2021,12:00 pm — 6:00 pm,1620561600000.0,14.914,Partly sunny.,20.0,29.42,62,12
Sunday,May,9,2021,6:00 pm — 12:00 am,1620583200000.0,8.078,Broken clouds.,18.000000000000004,29.4,75,6
Monday,May,10,2021,12:00 am — 6:00 am,1620604800000.0,7.457,Mostly cloudy.,12.0,29.42,92,12
Monday,May,10,2021,6:00 am — 12:00 pm,1620626400000.0,13.671,Scattered clouds.,15.0,29.47,79,6
Monday,May,10,2021,12:00 pm — 6:00 pm,1620648000000.0,21.128,Passing clouds.,17.0,29.57,57,12
Monday,May,10,2021,6:00 pm — 12:00 am,1620669600000.0,11.185,Passing clouds.,15.0,29.66,65,6
Tuesday,May,11,2021,12:00 am — 6:00 am,1620691200000.0,3.728,Clear.,8.0,29.71,92,12
Tuesday,May,11,2021,6:00 am — 12:00 pm,1620712800000.0,5.593,Broken clouds.,15.0,29.73,77,6
Tuesday,May,11,2021,12:00 pm — 6:00 pm,1620734400000.0,14.914,Sunny.,18.000000000000004,29.71,46,12
Tuesday,May,11,2021,6:00 pm — 12:00 am,1620756000000.0,13.671,Passing clouds.,14.000000000000002,29.73,66,6
Wednesday,May,12,2021,12:00 am — 6:00 am,1620777600000.0,6.836,Passing clouds.,10.0,29.77,84,12
Wednesday,May,12,2021,6:00 am — 12:00 pm,1620799200000.0,10.564,Scattered clouds.,15.0,29.79,68,6
Wednesday,May,12,2021,12:00 pm — 6:00 pm,1620820800000.0,8.7,Partly sunny.,17.0,29.76,51,12
Wednesday,May,12,2021,6:00 pm — 12:00 am,1620842400000.0,6.214,Sunny.,15.0,29.75,55,6
Thursday,May,13,2021,12:00 am — 6:00 am,1620864000000.0,9.321,Passing clouds.,10.999999999999998,29.7,83,12
Thursday,May,13,2021,6:00 am — 12:00 pm,1620885600000.0,8.7,Light rain. Partly sunny.,12.0,29.68,92,6
Thursday,May,13,2021,12:00 pm — 6:00 pm,1620907200000.0,9.321,Partly sunny.,14.000000000000002,29.69,84,12
Thursday,May,13,2021,6:00 pm — 12:00 am,1620928800000.0,8.078,Passing clouds.,12.0,29.72,87,6
Friday,May,14,2021,12:00 am — 6:00 am,1620950400000.0,8.078,Passing clouds.,10.0,29.76,94,12
Friday,May,14,2021,6:00 am — 12:00 pm,1620972000000.0,8.078,Broken clouds.,10.0,29.82,87,6
Friday,May,14,2021,12:00 pm — 6:00 pm,1620993600000.0,5.593,Partly sunny.,12.0,29.82,72,12
Friday,May,14,2021,6:00 pm — 12:00 am,1621015200000.0,3.728,Passing clouds.,12.0,29.76,70,6
Saturday,May,15,2021,12:00 am — 6:00 am,1621036800000.0,5.593,Passing clouds.,10.0,29.65,88,12
Saturday,May,15,2021,6:00 am — 12:00 pm,1621058400000.0,6.836,Drizzle. Broken clouds.,12.0,29.53,90,6
Saturday,May,15,2021,12:00 pm — 6:00 pm,1621080000000.0,5.593,Partly sunny.,15.0,29.49,75,12
Saturday,May,15,2021,6:00 pm — 12:00 am,1621101600000.0,4.971,Partly sunny.,13.0,29.49,87,6
Sunday,May,16,2021,12:00 am — 6:00 am,1621123200000.0,3.728,Passing clouds.,9.000000000000002,29.5,96,12
Sunday,May,16,2021,6:00 am — 12:00 pm,1621144800000.0,8.078,Broken clouds.,14.000000000000002,29.48,79,6
Sunday,May,16,2021,12:00 pm — 6:00 pm,1621166400000.0,9.943,Sprinkles. Broken clouds.,15.0,29.44,82,12
Sunday,May,16,2021,6:00 pm — 12:00 am,1621188000000.0,6.214,Drizzle. Broken clouds.,10.999999999999998,29.4,97,6
Monday,May,17,2021,12:00 am — 6:00 am,1621209600000.0,6.836,Passing clouds.,10.0,29.5,96,12
Monday,May,17,2021,6:00 am — 12:00 pm,1621231200000.0,8.078,Partly sunny.,14.000000000000002,29.65,83,6
Monday,May,17,2021,12:00 pm — 6:00 pm,1621252800000.0,7.457,Broken clouds.,17.0,29.72,75,12
Monday,May,17,2021,6:00 pm — 12:00 am,1621274400000.0,4.971,Passing clouds.,12.0,29.81,92,6
Tuesday,May,18,2021,12:00 am — 6:00 am,1621296000000.0,1.864,Passing clouds.,8.0,29.87,95,12
Tuesday,May,18,2021,6:00 am — 12:00 pm,1621317600000.0,6.836,Broken clouds.,14.000000000000002,29.91,88,6
Tuesday,May,18,2021,12:00 pm — 6:00 pm,1621339200000.0,11.807,Broken clouds.,16.0,29.92,63,12
Tuesday,May,18,2021,6:00 pm — 12:00 am,1621360800000.0,8.078,Passing clouds.,15.0,29.94,75,6
Wednesday,May,19,2021,12:00 am — 6:00 am,1621382400000.0,4.971,Passing clouds.,10.999999999999998,29.95,92,12
Wednesday,May,19,2021,6:00 am — 12:00 pm,1621404000000.0,9.321,Passing clouds.,15.0,30.01,80,6
Wednesday,May,19,2021,12:00 pm — 6:00 pm,1621425600000.0,11.807,Scattered clouds.,17.0,30.07,50,12
Wednesday,May,19,2021,6:00 pm — 12:00 am,1621447200000.0,5.593,Passing clouds.,14.000000000000002,30.13,68,6
Thursday,May,20,2021,12:00 am — 6:00 am,1621468800000.0,1.243,Passing clouds.,9.000000000000002,30.12,94,12
Thursday,May,20,2021,6:00 am — 12:00 pm,1621490400000.0,12.428,Broken clouds.,13.0,30.0,79,6
Thursday,May,20,2021,12:00 pm — 6:00 pm,1621512000000.0,19.885,Broken clouds.,14.000000000000002,29.8,72,12
Thursday,May,20,2021,6:00 pm — 12:00 am,1621533600000.0,20.507,Broken clouds.,14.000000000000002,29.62,76,6
Friday,May,21,2021,12:00 am — 6:00 am,1621555200000.0,19.885,Passing clouds.,10.999999999999998,29.48,77,12
Friday,May,21,2021,6:00 am — 12:00 pm,1621576800000.0,22.992,Partly sunny.,13.0,29.4,70,6
Friday,May,21,2021,12:00 pm — 6:00 pm,1621598400000.0,23.614,Partly sunny.,12.0,29.39,77,12
Friday,May,21,2021,6:00 pm — 12:00 am,1621620000000.0,18.021,Partly sunny.,10.999999999999998,29.39,86,6
Saturday,May,22,2021,12:00 am — 6:00 am,1621641600000.0,12.428,Passing clouds.,10.0,29.43,96,12
Saturday,May,22,2021,6:00 am — 12:00 pm,1621663200000.0,9.321,Broken clouds.,10.999999999999998,29.58,83,6
Saturday,May,22,2021,12:00 pm — 6:00 pm,1621684800000.0,9.321,Partly sunny.,15.0,29.68,67,12
Saturday,May,22,2021,6:00 pm — 12:00 am,1621706400000.0,8.078,Passing clouds.,14.000000000000002,29.75,82,6
Sunday,May,23,2021,12:00 am — 6:00 am,1621728000000.0,4.971,Passing clouds.,7.000000000000001,29.82,90,12
Sunday,May,23,2021,6:00 am — 12:00 pm,1621749600000.0,9.321,Sunny.,12.0,29.82,76,6
Sunday,May,23,2021,12:00 pm — 6:00 pm,1621771200000.0,15.535,Light rain. Partly sunny.,13.0,29.75,71,12
Sunday,May,23,2021,6:00 pm — 12:00 am,1621792800000.0,16.157,Light rain. Partly sunny.,12.0,29.62,88,6
Monday,May,24,2021,12:00 am — 6:00 am,1621814400000.0,6.836,Passing clouds.,9.000000000000002,29.57,96,12
Monday,May,24,2021,6:00 am — 12:00 pm,1621836000000.0,10.564,Scattered clouds.,13.0,29.58,81,6
Monday,May,24,2021,12:00 pm — 6:00 pm,1621857600000.0,8.7,Scattered clouds.,13.0,29.58,74,12
Monday,May,24,2021,6:00 pm — 12:00 am,1621879200000.0,8.078,Sprinkles. Broken clouds.,10.999999999999998,29.72,87,6
Tuesday,May,25,2021,12:00 am — 6:00 am,1621900800000.0,9.321,Passing clouds.,8.0,29.85,90,12
Tuesday,May,25,2021,6:00 am — 12:00 pm,1621922400000.0,11.807,Partly sunny.,12.0,29.93,81,6
Tuesday,May,25,2021,12:00 pm — 6:00 pm,1621944000000.0,14.293,Partly sunny.,15.0,29.95,57,12
Tuesday,May,25,2021,6:00 pm — 12:00 am,1621965600000.0,9.943,Passing clouds.,13.0,29.93,80,6
Wednesday,May,26,2021,12:00 am — 6:00 am,1621987200000.0,4.971,Clear.,7.000000000000001,29.92,96,12
Wednesday,May,26,2021,6:00 am — 12:00 pm,1622008800000.0,9.321,Broken clouds.,13.0,29.95,76,6
Wednesday,May,26,2021,12:00 pm — 6:00 pm,1622030400000.0,11.807,Sunny.,16.0,29.97,54,12
Wednesday,May,26,2021,6:00 pm — 12:00 am,1622052000000.0,6.214,Sunny.,14.000000000000002,30.01,72,6
Thursday,May,27,2021,12:00 am — 6:00 am,1622073600000.0,1.864,Clear.,10.0,30.06,94,12
Thursday,May,27,2021,6:00 am — 12:00 pm,1622095200000.0,4.35,Sunny.,18.000000000000004,30.11,67,6
Thursday,May,27,2021,12:00 pm — 6:00 pm,1622116800000.0,4.35,Sunny.,20.0,30.12,43,12
Thursday,May,27,2021,6:00 pm — 12:00 am,1622138400000.0,6.214,Sunny.,19.0,30.15,64,6
Friday,May,28,2021,12:00 am — 6:00 am,1622160000000.0,3.107,Passing clouds.,12.0,30.2,91,12
Friday,May,28,2021,6:00 am — 12:00 pm,1622181600000.0,3.728,Sunny.,19.0,30.21,67,6
Friday,May,28,2021,12:00 pm — 6:00 pm,1622203200000.0,5.593,Mostly cloudy.,19.0,30.19,59,12
Friday,May,28,2021,6:00 pm — 12:00 am,1622224800000.0,5.593,Sunny.,16.0,30.21,75,6
Saturday,May,29,2021,12:00 am — 6:00 am,1622246400000.0,4.971,Overcast.,14.000000000000002,30.25,71,12
Saturday,May,29,2021,6:00 am — 12:00 pm,1622268000000.0,7.457,Sunny.,19.0,30.3,66,6
Saturday,May,29,2021,12:00 pm — 6:00 pm,1622289600000.0,11.185,Passing clouds.,21.0,30.33,47,12
Saturday,May,29,2021,6:00 pm — 12:00 am,1622311200000.0,8.7,Sunny.,21.0,30.36,54,6
Sunday,May,30,2021,12:00 am — 6:00 am,1622332800000.0,8.078,Clear.,12.0,30.39,88,12
Sunday,May,30,2021,6:00 am — 12:00 pm,1622354400000.0,8.078,Partly sunny.,14.000000000000002,30.39,82,6
Sunday,May,30,2021,12:00 pm — 6:00 pm,1622376000000.0,9.943,Passing clouds.,21.0,30.3,51,12
Sunday,May,30,2021,6:00 pm — 12:00 am,1622397600000.0,11.185,Sunny.,19.0,30.25,72,6
Monday,May,31,2021,12:00 am — 6:00 am,1622419200000.0,5.593,Clear.,10.0,30.23,92,12
Monday,May,31,2021,6:00 am — 12:00 pm,1622440800000.0,7.457,Low clouds.,19.0,30.2,81,6
Monday,May,31,2021,12:00 pm — 6:00 pm,1622462400000.0,9.321,Passing clouds.,25.0,30.11,42,12
Monday,May,31,2021,6:00 pm — 12:00 am,1622484000000.0,11.185,Clear.,23.000000000000004,30.07,53,6
Tuesday,June,1,2021,12:00 am — 6:00 am,1622505600000.0,6.214,Clear.,14.000000000000002,30.04,77,12
Tuesday,June,1,2021,6:00 am — 12:00 pm,1622527200000.0,8.078,Sunny.,25.0,29.99,58,6
Tuesday,June,1,2021,12:00 pm — 6:00 pm,1622548800000.0,15.535,Sunny.,25.0,29.93,32,12
Tuesday,June,1,2021,6:00 pm — 12:00 am,1622570400000.0,10.564,Sunny.,23.000000000000004,29.93,43,6
Wednesday,June,2,2021,12:00 am — 6:00 am,1622592000000.0,5.593,Clear.,16.0,29.9,65,12
Wednesday,June,2,2021,6:00 am — 12:00 pm,1622613600000.0,8.7,Sunny.,26.0,29.89,54,6
Wednesday,June,2,2021,12:00 pm — 6:00 pm,1622635200000.0,11.807,Sunny.,26.999999999999996,29.86,36,12
Wednesday,June,2,2021,6:00 pm — 12:00 am,1622656800000.0,6.214,Sunny.,24.0,29.93,68,6
Thursday,June,3,2021,12:00 am — 6:00 am,1622678400000.0,3.728,Passing clouds.,18.000000000000004,29.99,91,12
Thursday,June,3,2021,6:00 am — 12:00 pm,1622700000000.0,8.7,Scattered clouds.,20.0,30.07,76,6
Thursday,June,3,2021,12:00 pm — 6:00 pm,1622721600000.0,9.943,Scattered clouds.,23.000000000000004,30.09,59,12
Thursday,June,3,2021,6:00 pm — 12:00 am,1622743200000.0,8.078,Sunny.,21.0,30.11,67,6
Friday,June,4,2021,12:00 am — 6:00 am,1622764800000.0,3.107,Passing clouds.,14.000000000000002,30.16,83,12
Friday,June,4,2021,6:00 am — 12:00 pm,1622786400000.0,6.836,Rain. Cloudy.,16.0,30.19,80,6
Friday,June,4,2021,12:00 pm — 6:00 pm,1622808000000.0,7.457,Light rain. Partly sunny.,15.0,30.21,90,12
Friday,June,4,2021,6:00 pm — 12:00 am,1622829600000.0,4.35,Broken clouds.,15.0,30.22,89,6
Saturday,June,5,2021,12:00 am — 6:00 am,1622851200000.0,2.486,Mostly cloudy.,14.000000000000002,30.23,98,12
Saturday,June,5,2021,6:00 am — 12:00 pm,1622872800000.0,3.728,Scattered clouds.,19.0,30.25,80,6
Saturday,June,5,2021,12:00 pm — 6:00 pm,1622894400000.0,6.214,Sunny.,23.000000000000004,30.22,44,12
Saturday,June,5,2021,6:00 pm — 12:00 am,1622916000000.0,7.457,Sunny.,21.999999999999996,30.23,57,6
Sunday,June,6,2021,12:00 am — 6:00 am,1622937600000.0,2.486,Clear.,15.0,30.25,89,12
Sunday,June,6,2021,6:00 am — 12:00 pm,1622959200000.0,3.107,Sunny.,19.0,30.26,83,6
Sunday,June,6,2021,12:00 pm — 6:00 pm,1622980800000.0,5.593,Partly sunny.,23.000000000000004,30.23,60,12
Sunday,June,6,2021,6:00 pm — 12:00 am,1623002400000.0,4.971,Scattered clouds.,23.000000000000004,30.22,66,6
Monday,June,7,2021,12:00 am — 6:00 am,1623024000000.0,3.107,Overcast.,16.0,30.23,91,12
Monday,June,7,2021,6:00 am — 12:00 pm,1623045600000.0,7.457,Partly sunny.,19.0,30.24,80,6
Monday,June,7,2021,12:00 pm — 6:00 pm,1623067200000.0,8.7,Scattered clouds.,24.0,30.21,56,12
Monday,June,7,2021,6:00 pm — 12:00 am,1623088800000.0,6.836,Partly sunny.,21.999999999999996,30.2,66,6
Tuesday,June,8,2021,12:00 am — 6:00 am,1623110400000.0,3.728,Clear.,15.0,30.22,93,12
Tuesday,June,8,2021,6:00 am — 12:00 pm,1623132000000.0,3.728,Partly sunny.,21.999999999999996,30.23,66,6
Tuesday,June,8,2021,12:00 pm — 6:00 pm,1623153600000.0,8.078,Sunny.,24.0,30.18,46,12
Tuesday,June,8,2021,6:00 pm — 12:00 am,1623175200000.0,6.836,Sunny.,23.000000000000004,30.16,58,6
Wednesday,June,9,2021,12:00 am — 6:00 am,1623196800000.0,3.728,Clear.,14.000000000000002,30.18,91,12
Wednesday,June,9,2021,6:00 am — 12:00 pm,1623218400000.0,6.836,Passing clouds.,23.000000000000004,30.18,64,6
Wednesday,June,9,2021,12:00 pm — 6:00 pm,1623240000000.0,10.564,Sunny.,25.0,30.14,35,12
Wednesday,June,9,2021,6:00 pm — 12:00 am,1623261600000.0,8.7,Sunny.,23.000000000000004,30.13,64,6
Thursday,June,10,2021,12:00 am — 6:00 am,1623283200000.0,6.836,Passing clouds.,17.0,30.13,89,12
Thursday,June,10,2021,6:00 am — 12:00 pm,1623304800000.0,6.214,Partly sunny.,21.0,30.15,82,6
Thursday,June,10,2021,12:00 pm — 6:00 pm,1623326400000.0,9.321,Partly sunny.,23.000000000000004,30.13,66,12
Thursday,June,10,2021,6:00 pm — 12:00 am,1623348000000.0,9.321,Scattered clouds.,23.000000000000004,30.1,76,6
Friday,June,11,2021,12:00 am — 6:00 am,1623369600000.0,8.078,Low clouds.,17.0,30.1,91,12
Friday,June,11,2021,6:00 am — 12:00 pm,1623391200000.0,9.943,Broken clouds.,21.0,30.12,79,6
Friday,June,11,2021,12:00 pm — 6:00 pm,1623412800000.0,14.293,Partly sunny.,24.0,30.09,59,12
Friday,June,11,2021,6:00 pm — 12:00 am,1623434400000.0,10.564,Scattered clouds.,21.999999999999996,30.1,67,6
Saturday,June,12,2021,12:00 am — 6:00 am,1623456000000.0,6.836,Passing clouds.,17.0,30.15,84,12
Saturday,June,12,2021,6:00 am — 12:00 pm,1623477600000.0,6.836,Broken clouds.,20.0,30.2,73,6
Saturday,June,12,2021,12:00 pm — 6:00 pm,1623499200000.0,6.836,Passing clouds.,23.000000000000004,30.23,50,12
Saturday,June,12,2021,6:00 pm — 12:00 am,1623520800000.0,4.971,Sunny.,23.000000000000004,30.27,58,6
Sunday,June,13,2021,12:00 am — 6:00 am,1623542400000.0,4.35,Clear.,16.0,30.31,83,12
Sunday,June,13,2021,6:00 am — 12:00 pm,1623564000000.0,3.107,Sunny.,24.0,30.35,56,6
Sunday,June,13,2021,12:00 pm — 6:00 pm,1623585600000.0,4.971,Passing clouds.,28.000000000000004,30.28,47,12
Sunday,June,13,2021,6:00 pm — 12:00 am,1623607200000.0,6.836,Clear.,26.999999999999996,30.21,55,6
Monday,June,14,2021,12:00 am — 6:00 am,1623628800000.0,2.486,Clear.,16.0,30.17,83,12
Monday,June,14,2021,6:00 am — 12:00 pm,1623650400000.0,7.457,Sunny.,25.0,30.14,63,6
Monday,June,14,2021,12:00 pm — 6:00 pm,1623672000000.0,8.078,Scattered clouds.,26.999999999999996,30.1,50,12
Monday,June,14,2021,6:00 pm — 12:00 am,1623693600000.0,9.943,Sunny.,25.0,30.12,61,6
Tuesday,June,15,2021,12:00 am — 6:00 am,1623715200000.0,11.185,Passing clouds.,18.000000000000004,30.17,58,12
Tuesday,June,15,2021,6:00 am — 12:00 pm,1623736800000.0,6.836,Partly sunny.,21.0,30.19,60,6
Tuesday,June,15,2021,12:00 pm — 6:00 pm,1623758400000.0,4.35,Partly sunny.,26.0,30.11,45,12
Tuesday,June,15,2021,6:00 pm — 12:00 am,1623780000000.0,6.214,Sunny.,26.0,30.04,60,6
Wednesday,June,16,2021,12:00 am — 6:00 am,1623801600000.0,2.486,Passing clouds.,17.0,29.97,86,12
Wednesday,June,16,2021,6:00 am — 12:00 pm,1623823200000.0,6.836,Sunny.,24.0,29.91,63,6
Wednesday,June,16,2021,12:00 pm — 6:00 pm,1623844800000.0,9.321,Scattered clouds.,28.000000000000004,29.83,51,12
Wednesday,June,16,2021,6:00 pm — 12:00 am,1623866400000.0,7.457,Light rain. Broken clouds.,26.0,29.79,71,6
Thursday,June,17,2021,12:00 am — 6:00 am,1623888000000.0,1.864,Partly cloudy.,19.0,29.78,97,12
Thursday,June,17,2021,6:00 am — 12:00 pm,1623909600000.0,8.078,Partly sunny.,20.0,29.8,89,6
Thursday,June,17,2021,12:00 pm — 6:00 pm,1623931200000.0,8.7,Partly sunny.,21.0,29.87,76,12
Thursday,June,17,2021,6:00 pm — 12:00 am,1623952800000.0,8.7,Light rain. Partly sunny.,20.0,29.92,85,6
Friday,June,18,2021,12:00 am — 6:00 am,1623974400000.0,9.321,Passing clouds.,17.0,29.94,94,12
Friday,June,18,2021,6:00 am — 12:00 pm,1623996000000.0,11.807,Rain. Low clouds.,15.0,29.92,94,6
Friday,June,18,2021,12:00 pm — 6:00 pm,1624017600000.0,11.185,Light rain. Mostly cloudy.,14.000000000000002,29.88,93,12
Friday,June,18,2021,6:00 pm — 12:00 am,1624039200000.0,9.943,Light rain. Mostly cloudy.,14.000000000000002,29.91,96,6
Saturday,June,19,2021,12:00 am — 6:00 am,1624060800000.0,6.214,Low clouds.,12.0,29.97,94,12
Saturday,June,19,2021,6:00 am — 12:00 pm,1624082400000.0,5.593,Partly sunny.,14.000000000000002,29.98,89,6
Saturday,June,19,2021,12:00 pm — 6:00 pm,1624104000000.0,8.7,Partly sunny.,16.0,29.94,78,12
Saturday,June,19,2021,6:00 pm — 12:00 am,1624125600000.0,9.321,Overcast.,14.000000000000002,29.84,91,6
Sunday,June,20,2021,12:00 am — 6:00 am,1624147200000.0,7.457,Low clouds.,13.0,29.78,94,12
Sunday,June,20,2021,6:00 am — 12:00 pm,1624168800000.0,5.593,Drizzle. More clouds than sun.,16.0,29.79,92,6
Sunday,June,20,2021,12:00 pm — 6:00 pm,1624190400000.0,8.7,Partly sunny.,17.0,29.77,79,12
Sunday,June,20,2021,6:00 pm — 12:00 am,1624212000000.0,12.428,Partly sunny.,16.0,29.8,86,6
Monday,June,21,2021,12:00 am — 6:00 am,1624233600000.0,11.807,Overcast.,13.0,29.81,84,12
Monday,June,21,2021,6:00 am — 12:00 pm,1624255200000.0,11.807,Drizzle. Broken clouds.,13.0,29.86,88,6
Monday,June,21,2021,12:00 pm — 6:00 pm,1624276800000.0,11.807,Light rain. Partly sunny.,14.000000000000002,29.92,86,12
Monday,June,21,2021,6:00 pm — 12:00 am,1624298400000.0,11.807,Overcast.,14.000000000000002,30.0,86,6
Tuesday,June,22,2021,12:00 am — 6:00 am,1624320000000.0,12.428,Overcast.,12.0,30.06,85,12
Tuesday,June,22,2021,6:00 am — 12:00 pm,1624341600000.0,13.671,Broken clouds.,16.0,30.11,69,6
Tuesday,June,22,2021,12:00 pm — 6:00 pm,1624363200000.0,15.535,Partly sunny.,18.000000000000004,30.14,53,12
Tuesday,June,22,2021,6:00 pm — 12:00 am,1624384800000.0,8.078,Clear.,16.0,30.19,60,6
Wednesday,June,23,2021,12:00 am — 6:00 am,1624406400000.0,3.107,Clear.,9.000000000000002,30.22,92,12
Wednesday,June,23,2021,6:00 am — 12:00 pm,1624428000000.0,4.35,Sunny.,19.0,30.23,67,6
Wednesday,June,23,2021,12:00 pm — 6:00 pm,1624449600000.0,6.214,Sunny.,21.0,30.19,44,12
Wednesday,June,23,2021,6:00 pm — 12:00 am,1624471200000.0,4.35,Sunny.,21.0,30.19,54,6
Thursday,June,24,2021,12:00 am — 6:00 am,1624492800000.0,2.486,Clear.,12.0,30.18,92,12
Thursday,June,24,2021,6:00 am — 12:00 pm,1624514400000.0,4.35,Partly sunny.,19.0,30.18,78,6
