day,month,date,year,time_range,date_id,wind,desc,temp,baro,hum,hour
Saturday,December,18,2021,12:00 pm — 6:00 pm,1639828800000.0,9.321,Low clouds.,9.000000000000002,30.67,90,12
Saturday,December,18,2021,6:00 pm — 12:00 am,1639850400000.0,6.214,Fog.,8.0,30.66,96,6
Sunday,December,19,2021,12:00 am — 6:00 am,1639872000000.0,3.728,Fog.,7.000000000000001,30.62,96,12
Sunday,December,19,2021,6:00 am — 12:00 pm,1639893600000.0,3.728,Fog.,4.000000000000002,30.57,97,6
Sunday,December,19,2021,12:00 pm — 6:00 pm,1639915200000.0,7.457,Fog.,5.0,30.5,97,12
Sunday,December,19,2021,6:00 pm — 12:00 am,1639936800000.0,5.593,Fog.,5.999999999999998,30.46,95,6
Monday,December,20,2021,12:00 am — 6:00 am,1639958400000.0,6.214,Overcast.,5.999999999999998,30.41,92,12
Monday,December,20,2021,6:00 am — 12:00 pm,1639980000000.0,8.078,Partly sunny.,5.999999999999998,30.39,87,6
Monday,December,20,2021,12:00 pm — 6:00 pm,1640001600000.0,6.836,Partly sunny.,7.000000000000001,30.35,72,12
Monday,December,20,2021,6:00 pm — 12:00 am,1640023200000.0,6.214,Overcast.,5.999999999999998,30.33,74,6
Tuesday,December,21,2021,12:00 am — 6:00 am,1640044800000.0,4.971,Overcast.,5.0,30.28,79,12
Tuesday,December,21,2021,6:00 am — 12:00 pm,1640066400000.0,3.728,Partly sunny.,5.999999999999998,30.27,86,6
Tuesday,December,21,2021,12:00 pm — 6:00 pm,1640088000000.0,5.593,Partly sunny.,7.000000000000001,30.24,65,12
Tuesday,December,21,2021,6:00 pm — 12:00 am,1640109600000.0,2.486,Clear.,2.999999999999999,30.23,85,6
Wednesday,December,22,2021,12:00 am — 6:00 am,1640131200000.0,1.243,Passing clouds.,-2.000000000000001,30.19,92,12
Wednesday,December,22,2021,6:00 am — 12:00 pm,1640152800000.0,3.107,Sunny.,4.000000000000002,30.13,91,6
Wednesday,December,22,2021,12:00 pm — 6:00 pm,1640174400000.0,5.593,Sunny.,5.0,30.02,78,12
Wednesday,December,22,2021,6:00 pm — 12:00 am,1640196000000.0,4.971,Overcast.,4.000000000000002,29.95,86,6
Thursday,December,23,2021,12:00 am — 6:00 am,1640217600000.0,3.728,Low clouds.,5.999999999999998,29.83,89,12
Thursday,December,23,2021,6:00 am — 12:00 pm,1640239200000.0,8.078,Low clouds.,9.000000000000002,29.77,91,6
Thursday,December,23,2021,12:00 pm — 6:00 pm,1640260800000.0,8.078,Low clouds.,10.999999999999998,29.69,92,12
Thursday,December,23,2021,6:00 pm — 12:00 am,1640282400000.0,8.7,Passing clouds.,10.999999999999998,29.72,92,6
Friday,December,24,2021,12:00 am — 6:00 am,1640304000000.0,3.728,Fog.,8.0,29.7,96,12
Friday,December,24,2021,6:00 am — 12:00 pm,1640325600000.0,3.107,Fog.,10.0,29.67,95,6
Friday,December,24,2021,12:00 pm — 6:00 pm,1640347200000.0,4.971,Light rain. Broken clouds.,10.0,29.61,92,12
Friday,December,24,2021,6:00 pm — 12:00 am,1640368800000.0,5.593,Rain. Passing clouds.,9.000000000000002,29.56,94,6
Saturday,December,25,2021,12:00 am — 6:00 am,1640390400000.0,6.836,Fog.,9.000000000000002,29.58,94,12
Saturday,December,25,2021,6:00 am — 12:00 pm,1640412000000.0,13.671,Partly sunny.,8.0,29.64,91,6
Saturday,December,25,2021,12:00 pm — 6:00 pm,1640433600000.0,16.157,Partly sunny.,7.000000000000001,29.65,89,12
Saturday,December,25,2021,6:00 pm — 12:00 am,1640455200000.0,13.05,Light rain. Low clouds.,5.999999999999998,29.63,93,6
Sunday,December,26,2021,12:00 am — 6:00 am,1640476800000.0,10.564,Rain. Low clouds.,5.999999999999998,29.56,98,12
Sunday,December,26,2021,6:00 am — 12:00 pm,1640498400000.0,5.593,Drizzle. Partly sunny.,8.0,29.53,97,6
Sunday,December,26,2021,12:00 pm — 6:00 pm,1640520000000.0,1.864,Fog.,9.000000000000002,29.52,97,12
Sunday,December,26,2021,6:00 pm — 12:00 am,1640541600000.0,3.728,Fog.,9.000000000000002,29.5,96,6
Monday,December,27,2021,12:00 am — 6:00 am,1640563200000.0,4.35,Fog.,8.0,29.42,95,12
Monday,December,27,2021,6:00 am — 12:00 pm,1640584800000.0,8.7,Light rain. Cloudy.,10.0,29.31,96,6
Monday,December,27,2021,12:00 pm — 6:00 pm,1640606400000.0,9.321,Broken clouds.,10.999999999999998,29.21,94,12
Monday,December,27,2021,6:00 pm — 12:00 am,1640628000000.0,7.457,Light rain. Passing clouds.,10.999999999999998,29.15,95,6
Tuesday,December,28,2021,12:00 am — 6:00 am,1640649600000.0,6.836,Partly cloudy.,10.0,29.15,96,12
Tuesday,December,28,2021,6:00 am — 12:00 pm,1640671200000.0,19.885,Broken clouds.,10.0,29.17,84,6
Tuesday,December,28,2021,12:00 pm — 6:00 pm,1640692800000.0,17.4,Partly sunny.,10.999999999999998,29.35,75,12
Tuesday,December,28,2021,6:00 pm — 12:00 am,1640714400000.0,11.185,Overcast.,10.999999999999998,29.57,76,6
Wednesday,December,29,2021,12:00 am — 6:00 am,1640736000000.0,3.728,Passing clouds.,8.0,29.64,90,12
Wednesday,December,29,2021,6:00 am — 12:00 pm,1640757600000.0,8.078,Passing clouds.,13.0,29.56,97,6
Wednesday,December,29,2021,12:00 pm — 6:00 pm,1640779200000.0,15.535,Clear.,15.0,29.62,80,12
Wednesday,December,29,2021,6:00 pm — 12:00 am,1640800800000.0,9.943,Clear.,14.000000000000002,29.75,86,6
Thursday,December,30,2021,12:00 am — 6:00 am,1640822400000.0,14.914,Overcast.,15.0,29.81,87,12
Thursday,December,30,2021,6:00 am — 12:00 pm,1640844000000.0,13.671,Partly sunny.,15.0,29.88,85,6
Thursday,December,30,2021,12:00 pm — 6:00 pm,1640865600000.0,14.914,Partly sunny.,15.0,29.93,83,12
Thursday,December,30,2021,6:00 pm — 12:00 am,1640887200000.0,15.535,Passing clouds.,14.000000000000002,29.96,81,6
Friday,December,31,2021,12:00 am — 6:00 am,1640908800000.0,15.535,Overcast.,14.000000000000002,29.93,82,12
Friday,December,31,2021,6:00 am — 12:00 pm,1640930400000.0,13.05,Partly sunny.,15.0,29.96,91,6
Friday,December,31,2021,12:00 pm — 6:00 pm,1640952000000.0,11.185,Partly sunny.,15.0,30.04,81,12
Friday,December,31,2021,6:00 pm — 12:00 am,1640973600000.0,9.943,Passing clouds.,14.000000000000002,30.12,86,6
